ip;port;czas
212.14.30.3;32010;7,7
200.0.1.34;32007;9,6
212.14.30.3;32003;7,1
200.0.1.34;32005;6,5
212.14.30.3;32004;6,7
212.14.30.3;32004;9,9
212.14.30.3;32006;6,6
192.168.0.7;32010;2,9
212.14.30.3;32004;0,7
212.14.30.3;32000;4,5
200.0.1.34;32010;7,3
172.15.0.34;32007;2,1
192.168.0.7;32005;0,8
172.15.0.34;32004;6,8
212.14.30.3;32003;3,6
200.0.1.34;32005;3,9
212.14.30.3;32003;1,7
212.14.30.3;32001;5,7
192.168.0.7;32009;6,5
192.168.0.7;32006;2,4
212.14.30.3;32003;1,9
192.168.0.7;32004;8,9
200.0.1.34;32005;2,1
192.168.0.7;32009;6
200.0.1.34;32007;8,9
212.14.30.3;32001;6
200.0.1.34;32004;3,3
192.168.0.7;32008;7,8
172.15.0.34;32008;0,1
172.15.0.34;32003;1,2
192.168.0.7;32004;9,5
172.15.0.34;32005;10
192.168.0.7;32005;7
212.14.30.3;32002;9,4
192.168.0.7;32002;9,3
200.0.1.34;32004;6,5
200.0.1.34;32008;6,2
200.0.1.34;32010;4,5
192.168.0.7;32007;1,5
172.15.0.34;32010;8
200.0.1.34;32004;5,7
192.168.0.7;32004;6,5
200.0.1.34;32005;7,5
172.15.0.34;32008;2,7
192.168.0.7;32009;9,9
200.0.1.34;32004;4,8
200.0.1.34;32008;1,6
172.15.0.34;32003;9,7
172.15.0.34;32002;2,6
192.168.0.7;32003;6,2
172.15.0.34;32008;4,6
200.0.1.34;32002;1
172.15.0.34;32010;9,6
212.14.30.3;32010;9,3
172.15.0.34;32009;9,4
212.14.30.3;32004;7
200.0.1.34;32005;5
212.14.30.3;32002;9,3
192.168.0.7;32008;9,1
200.0.1.34;32003;6,6
200.0.1.34;32000;2,7
192.168.0.7;32008;7,9
192.168.0.7;32003;6
192.168.0.7;32007;2,1
212.14.30.3;32009;7,5
212.14.30.3;32010;8,1
212.14.30.3;32004;5,7
212.14.30.3;32009;9,8
212.14.30.3;32006;0,4
200.0.1.34;32005;7
200.0.1.34;32007;5,8
172.15.0.34;32005;8,3
212.14.30.3;32001;5,7
212.14.30.3;32004;2,4
192.168.0.7;32007;2,1
192.168.0.7;32002;4,5
172.15.0.34;32003;6,4
192.168.0.7;32009;9,1
212.14.30.3;32009;3,7
212.14.30.3;32003;0,3
172.15.0.34;32010;6,4
212.14.30.3;32008;3,9
200.0.1.34;32008;2
192.168.0.7;32005;6,4
200.0.1.34;32004;9,5
192.168.0.7;32004;9,5
212.14.30.3;32005;8,9
212.14.30.3;32010;0,5
192.168.0.7;32008;1,1
192.168.0.7;32002;1,9
192.168.0.7;32001;8,9
200.0.1.34;32008;8,8
200.0.1.34;32010;4,9
172.15.0.34;32008;7,3
172.15.0.34;32002;2,4
200.0.1.34;32010;8,7
192.168.0.7;32005;10
192.168.0.7;32003;0,4
192.168.0.7;32009;0,8
212.14.30.3;32006;3,1
172.15.0.34;32008;4,6
172.15.0.34;32010;3,1
172.15.0.34;32008;4,4
200.0.1.34;32009;5,1
200.0.1.34;32005;0,2
172.15.0.34;32008;2,6
192.168.0.7;32010;6,2
172.15.0.34;32005;1,6
200.0.1.34;32008;6,5
200.0.1.34;32003;2,4
172.15.0.34;32003;9
212.14.30.3;32004;3,4
200.0.1.34;32006;3,2
200.0.1.34;32003;3,2
212.14.30.3;32000;0,7
212.14.30.3;32002;8,9
200.0.1.34;32000;7,6
212.14.30.3;32009;5
172.15.0.34;32008;9,6
192.168.0.7;32008;6,1
200.0.1.34;32008;1,1
212.14.30.3;32000;1,8
200.0.1.34;32005;3,2
192.168.0.7;32001;9,6
172.15.0.34;32001;6,8
192.168.0.7;32002;5,9
192.168.0.7;32006;7,4
192.168.0.7;32003;9,9
200.0.1.34;32006;4,9
172.15.0.34;32005;0,3
192.168.0.7;32000;4,1
200.0.1.34;32000;0,1
192.168.0.7;32001;7,3
200.0.1.34;32001;9,1
172.15.0.34;32000;7,6
200.0.1.34;32006;1,4
172.15.0.34;32000;7,2
212.14.30.3;32006;0,1
212.14.30.3;32002;7,9
200.0.1.34;32003;9,6
172.15.0.34;32003;6,2
172.15.0.34;32009;4,3
192.168.0.7;32004;3,5
200.0.1.34;32005;9,1
192.168.0.7;32010;4,2
212.14.30.3;32001;7,6
172.15.0.34;32003;3,3
200.0.1.34;32008;4,9
212.14.30.3;32009;6,3
200.0.1.34;32010;1,3
192.168.0.7;32004;7,5
192.168.0.7;32003;0,3
172.15.0.34;32005;3,9
212.14.30.3;32001;0,3
212.14.30.3;32008;6,1
212.14.30.3;32009;4,5
192.168.0.7;32009;1,5
212.14.30.3;32007;1,6
172.15.0.34;32002;9,7
172.15.0.34;32010;8,4
212.14.30.3;32006;3,4
212.14.30.3;32004;8,3
200.0.1.34;32000;1,8
200.0.1.34;32001;5,4
212.14.30.3;32002;5,6
200.0.1.34;32010;4,5
192.168.0.7;32003;8,1
192.168.0.7;32001;1,1
212.14.30.3;32005;1,6
192.168.0.7;32002;8,4
172.15.0.34;32000;0,3
200.0.1.34;32000;6
212.14.30.3;32005;3,9
212.14.30.3;32000;0,5
172.15.0.34;32004;8,4
172.15.0.34;32004;7,7
192.168.0.7;32006;0,2
200.0.1.34;32003;10
200.0.1.34;32007;6
172.15.0.34;32003;6
200.0.1.34;32000;6,9
212.14.30.3;32003;7,5
200.0.1.34;32008;0,8
172.15.0.34;32001;0,2
200.0.1.34;32003;6
172.15.0.34;32003;7,6
192.168.0.7;32000;7,7
212.14.30.3;32002;4,4
212.14.30.3;32004;9,6
200.0.1.34;32002;4,5
212.14.30.3;32002;5,8
192.168.0.7;32005;7,1
172.15.0.34;32002;6,5
192.168.0.7;32000;6,2
172.15.0.34;32003;2,2
192.168.0.7;32000;4,5
172.15.0.34;32002;7,2
212.14.30.3;32001;8,4
200.0.1.34;32005;5,8
192.168.0.7;32008;4
212.14.30.3;32000;9,9
172.15.0.34;32003;5,7
212.14.30.3;32002;8
192.168.0.7;32006;9,9
172.15.0.34;32000;5,4
172.15.0.34;32005;2,9
172.15.0.34;32009;0,7
200.0.1.34;32001;0,4
200.0.1.34;32007;10
212.14.30.3;32002;9,5
200.0.1.34;32004;2,6
200.0.1.34;32001;4,5
200.0.1.34;32005;1,7
172.15.0.34;32002;5,1
192.168.0.7;32006;8,5
200.0.1.34;32006;2,9
212.14.30.3;32008;9,4
212.14.30.3;32005;4,9
192.168.0.7;32002;2,5
212.14.30.3;32006;2,6
192.168.0.7;32003;7,5
200.0.1.34;32009;3,5
212.14.30.3;32003;6,6
212.14.30.3;32004;6,8
192.168.0.7;32007;4,8
212.14.30.3;32000;3,8
212.14.30.3;32006;5,5
172.15.0.34;32010;0,3
212.14.30.3;32010;6
200.0.1.34;32001;2,6
172.15.0.34;32009;2,9
192.168.0.7;32005;3,2
192.168.0.7;32003;1,8
212.14.30.3;32009;3,4
172.15.0.34;32000;8,4
172.15.0.34;32002;2,7
172.15.0.34;32000;3,8
192.168.0.7;32007;2,4
192.168.0.7;32008;8,1
192.168.0.7;32000;2,4
200.0.1.34;32001;0,6
192.168.0.7;32000;6,4
200.0.1.34;32002;0,5
172.15.0.34;32001;3,5
172.15.0.34;32010;10
200.0.1.34;32001;5,7
192.168.0.7;32008;4,7
172.15.0.34;32001;3,9
172.15.0.34;32001;0,4
200.0.1.34;32006;2,2
192.168.0.7;32004;7,2
192.168.0.7;32003;1,7
200.0.1.34;32007;2,9
200.0.1.34;32009;0,6
212.14.30.3;32002;0,9
212.14.30.3;32000;8,9
172.15.0.34;32002;3,9
200.0.1.34;32000;9
212.14.30.3;32007;7,8
200.0.1.34;32008;7
212.14.30.3;32000;6,7
192.168.0.7;32010;2,4
192.168.0.7;32009;7,8
212.14.30.3;32008;8,8
192.168.0.7;32002;2,4
192.168.0.7;32002;9,9
200.0.1.34;32003;3,5
200.0.1.34;32004;4,2
212.14.30.3;32002;1,9
212.14.30.3;32005;7,8
200.0.1.34;32002;2,8
172.15.0.34;32009;0,4
212.14.30.3;32008;5,5
192.168.0.7;32003;0,4
192.168.0.7;32003;3,8
172.15.0.34;32000;9,5
192.168.0.7;32010;6,7
200.0.1.34;32007;8,4
192.168.0.7;32007;5,6
172.15.0.34;32003;5,3
192.168.0.7;32005;3,9
192.168.0.7;32003;1,1
192.168.0.7;32004;4,2
212.14.30.3;32008;5,3
172.15.0.34;32005;2
200.0.1.34;32009;2,7
192.168.0.7;32007;0,5
172.15.0.34;32009;2,2
172.15.0.34;32007;4,9
200.0.1.34;32009;3,8
212.14.30.3;32002;6,8
172.15.0.34;32000;7,9
192.168.0.7;32000;4,3
172.15.0.34;32008;1,6
212.14.30.3;32006;1,8
212.14.30.3;32003;3,3
212.14.30.3;32008;5,9
200.0.1.34;32008;0,8
200.0.1.34;32000;7,5
192.168.0.7;32005;5,8
200.0.1.34;32007;3,2
200.0.1.34;32010;2,8
192.168.0.7;32005;5,5
172.15.0.34;32007;7,9
200.0.1.34;32000;3,8
172.15.0.34;32008;1,8
192.168.0.7;32009;7,5
200.0.1.34;32007;9,8
172.15.0.34;32002;2,9
212.14.30.3;32010;5,1
200.0.1.34;32001;6,7
200.0.1.34;32007;9,2
200.0.1.34;32009;9,6
200.0.1.34;32008;3,9
172.15.0.34;32005;7,7
200.0.1.34;32003;9,4
172.15.0.34;32002;2,8
212.14.30.3;32010;7,7
200.0.1.34;32002;9,2
192.168.0.7;32009;8,9
172.15.0.34;32005;7
172.15.0.34;32005;5,1
172.15.0.34;32007;7,1
212.14.30.3;32010;3,8
200.0.1.34;32010;4,9
212.14.30.3;32009;8
200.0.1.34;32002;2,5
200.0.1.34;32000;3,1
192.168.0.7;32008;5,5
212.14.30.3;32007;8,3
192.168.0.7;32007;1,6
200.0.1.34;32010;3,5
192.168.0.7;32003;5,3
192.168.0.7;32010;6,6
172.15.0.34;32008;1,3
200.0.1.34;32005;2,6
172.15.0.34;32003;1,1
200.0.1.34;32005;8,6
200.0.1.34;32010;2
192.168.0.7;32000;4,5
172.15.0.34;32006;6,4
212.14.30.3;32009;4,4
212.14.30.3;32006;9,8
212.14.30.3;32003;4,9
200.0.1.34;32002;6
172.15.0.34;32005;5,1
172.15.0.34;32004;6,3
200.0.1.34;32006;5,1
212.14.30.3;32002;4,8
212.14.30.3;32000;10
200.0.1.34;32007;0,1
172.15.0.34;32008;5,1
172.15.0.34;32006;7,9
172.15.0.34;32010;5,4
212.14.30.3;32007;4
192.168.0.7;32005;6,9
212.14.30.3;32004;7,9
172.15.0.34;32002;9,3
172.15.0.34;32002;0,5
172.15.0.34;32007;2,6
212.14.30.3;32006;8,9
172.15.0.34;32002;10
200.0.1.34;32004;6,5
200.0.1.34;32002;3,9
212.14.30.3;32004;4,4
212.14.30.3;32004;0,4
192.168.0.7;32003;3,7
192.168.0.7;32008;3,4
212.14.30.3;32004;8,9
172.15.0.34;32000;6,1
200.0.1.34;32000;7,9
192.168.0.7;32004;3,4
192.168.0.7;32009;6,9
172.15.0.34;32006;10
172.15.0.34;32010;4,4
172.15.0.34;32004;1,5
200.0.1.34;32000;3,2
172.15.0.34;32010;2,2
212.14.30.3;32005;0,8
212.14.30.3;32003;2,8
212.14.30.3;32007;9,5
212.14.30.3;32008;4,5
212.14.30.3;32001;9,5
200.0.1.34;32002;3,6
172.15.0.34;32006;7,4
212.14.30.3;32004;4,7
172.15.0.34;32004;2
172.15.0.34;32006;2,2
212.14.30.3;32008;0,7
212.14.30.3;32006;1,4
172.15.0.34;32006;3,2
200.0.1.34;32007;1,1
172.15.0.34;32000;7,2
192.168.0.7;32008;4,2
200.0.1.34;32003;5,9
192.168.0.7;32006;1,7
212.14.30.3;32002;9,1
212.14.30.3;32008;9,3
212.14.30.3;32007;5,8
192.168.0.7;32002;3
192.168.0.7;32005;1,6
200.0.1.34;32009;2
200.0.1.34;32006;4,5
192.168.0.7;32006;3,5
192.168.0.7;32003;3,3
212.14.30.3;32001;1,2
192.168.0.7;32002;6,4
192.168.0.7;32008;7
212.14.30.3;32004;4,9
212.14.30.3;32005;2,4
200.0.1.34;32004;0,2
192.168.0.7;32010;9,9
200.0.1.34;32009;8,2
200.0.1.34;32001;2,9
212.14.30.3;32003;3,1
172.15.0.34;32002;8,8
192.168.0.7;32005;5,9
212.14.30.3;32003;6,2
200.0.1.34;32006;7,2
192.168.0.7;32001;8,3
172.15.0.34;32010;7
200.0.1.34;32001;9,9
212.14.30.3;32006;6,4
172.15.0.34;32000;6
172.15.0.34;32001;2,1
192.168.0.7;32003;9,8
200.0.1.34;32003;6,1
200.0.1.34;32010;7,9
200.0.1.34;32004;8
212.14.30.3;32002;6,5
192.168.0.7;32002;8,8
212.14.30.3;32002;6,4
212.14.30.3;32000;1,5
172.15.0.34;32007;9,3
172.15.0.34;32007;9,2
172.15.0.34;32002;3,8
192.168.0.7;32009;2,5
200.0.1.34;32005;0,8
200.0.1.34;32000;9,7
212.14.30.3;32005;2,2
200.0.1.34;32000;3
212.14.30.3;32000;3,7
172.15.0.34;32010;8,4
200.0.1.34;32008;4,2
212.14.30.3;32002;3
172.15.0.34;32004;5,4
212.14.30.3;32001;9,1
212.14.30.3;32007;0,6
192.168.0.7;32003;5,6
192.168.0.7;32005;0,3
200.0.1.34;32002;4,7
172.15.0.34;32005;7,1
192.168.0.7;32007;8,4
212.14.30.3;32003;9
212.14.30.3;32005;9
192.168.0.7;32000;4,7
172.15.0.34;32004;1,9
192.168.0.7;32001;5,8
172.15.0.34;32010;8,4
212.14.30.3;32000;5,6
212.14.30.3;32001;6,7
200.0.1.34;32003;0,1
192.168.0.7;32008;4
200.0.1.34;32010;9,4
200.0.1.34;32001;4,5
192.168.0.7;32009;1,7
192.168.0.7;32003;7
192.168.0.7;32000;7,7
192.168.0.7;32002;9,2
192.168.0.7;32004;9,5
192.168.0.7;32001;2,5
192.168.0.7;32006;2
200.0.1.34;32000;8,1
212.14.30.3;32005;4,2
200.0.1.34;32001;10
200.0.1.34;32004;1
200.0.1.34;32002;9,3
192.168.0.7;32006;8,5
172.15.0.34;32008;3,2
212.14.30.3;32000;8,3
200.0.1.34;32000;6,3
172.15.0.34;32007;1,1
192.168.0.7;32006;0,3
200.0.1.34;32001;4,9
212.14.30.3;32003;2,8
200.0.1.34;32010;1,8
192.168.0.7;32000;0,7
200.0.1.34;32005;3,1
192.168.0.7;32009;0,4
212.14.30.3;32003;9,9
200.0.1.34;32009;9,9
172.15.0.34;32007;5,7
200.0.1.34;32007;0,7
172.15.0.34;32009;9,6
192.168.0.7;32007;3,4
212.14.30.3;32009;9,9
200.0.1.34;32002;8,4
192.168.0.7;32006;8,5
172.15.0.34;32010;5,9
192.168.0.7;32009;8,7
212.14.30.3;32001;1,5
212.14.30.3;32005;2,5
192.168.0.7;32010;6,9
212.14.30.3;32000;9,6
172.15.0.34;32008;9,1
192.168.0.7;32005;5,9
200.0.1.34;32007;7,5
172.15.0.34;32001;8,5
192.168.0.7;32000;8,5
172.15.0.34;32005;9,5
172.15.0.34;32006;1,3
212.14.30.3;32008;3,2
192.168.0.7;32004;0,6
200.0.1.34;32007;7,6
172.15.0.34;32007;4,8
212.14.30.3;32010;5,8
172.15.0.34;32001;0,4
172.15.0.34;32008;5,1
212.14.30.3;32006;1,8
172.15.0.34;32007;3,7
200.0.1.34;32000;9,9
192.168.0.7;32006;1,1
212.14.30.3;32010;7,1
192.168.0.7;32003;8,5
212.14.30.3;32009;9,8
172.15.0.34;32005;7,6
200.0.1.34;32001;6,4
200.0.1.34;32006;4,4
200.0.1.34;32000;7
212.14.30.3;32003;8,1
212.14.30.3;32007;5,3
200.0.1.34;32008;2,7
212.14.30.3;32006;5,2
200.0.1.34;32003;1,5
192.168.0.7;32010;9,3
192.168.0.7;32001;0,5
200.0.1.34;32002;4,7
200.0.1.34;32002;3,9
172.15.0.34;32004;9,5
200.0.1.34;32000;0,2
212.14.30.3;32006;7,5
212.14.30.3;32003;5,1
212.14.30.3;32005;2,3
212.14.30.3;32003;1,2
172.15.0.34;32009;3,3
172.15.0.34;32010;2,2
192.168.0.7;32000;8,8
192.168.0.7;32007;5,9
200.0.1.34;32008;4,9
172.15.0.34;32000;5,5
192.168.0.7;32002;2,3
172.15.0.34;32008;6,3
192.168.0.7;32002;5,3
200.0.1.34;32005;2,2
200.0.1.34;32009;5,2
192.168.0.7;32004;3,9
212.14.30.3;32007;6,9
172.15.0.34;32004;2,1
172.15.0.34;32006;7
212.14.30.3;32004;9,8
192.168.0.7;32007;1,7
200.0.1.34;32007;6,3
172.15.0.34;32005;7,2
200.0.1.34;32007;1,5
212.14.30.3;32000;7,1
200.0.1.34;32007;2,1
212.14.30.3;32004;3,1
200.0.1.34;32004;2,6
212.14.30.3;32004;8,2
192.168.0.7;32000;4
172.15.0.34;32007;2,5
172.15.0.34;32003;9,9
172.15.0.34;32002;8
212.14.30.3;32010;4
172.15.0.34;32001;9,3
192.168.0.7;32010;1,5
172.15.0.34;32008;8,8
212.14.30.3;32003;0,2
200.0.1.34;32002;7,3
212.14.30.3;32006;5,7
200.0.1.34;32009;7,6
212.14.30.3;32003;0,5
212.14.30.3;32003;1,7
200.0.1.34;32002;9,8
200.0.1.34;32002;6,6
192.168.0.7;32000;9,5
192.168.0.7;32005;5
192.168.0.7;32001;8
200.0.1.34;32005;9,8
192.168.0.7;32005;8,5
192.168.0.7;32008;9,2
172.15.0.34;32008;1
212.14.30.3;32009;0,5
212.14.30.3;32000;2,7
192.168.0.7;32005;7,3
192.168.0.7;32007;6,2
200.0.1.34;32006;2,8
172.15.0.34;32006;6,2
212.14.30.3;32002;7,6
172.15.0.34;32010;8,9
192.168.0.7;32004;9,1
192.168.0.7;32007;8,1
192.168.0.7;32007;1,3
212.14.30.3;32004;8,9
192.168.0.7;32008;1,5
192.168.0.7;32005;5,8
212.14.30.3;32003;6,4
172.15.0.34;32010;8,9
172.15.0.34;32004;5,9
172.15.0.34;32007;1,1
200.0.1.34;32010;3,1
212.14.30.3;32002;2,5
172.15.0.34;32010;3,4
212.14.30.3;32009;8,4
200.0.1.34;32002;1,7
212.14.30.3;32008;9,5
192.168.0.7;32010;2,6
212.14.30.3;32003;5,1
200.0.1.34;32008;8,1
192.168.0.7;32010;7,1
200.0.1.34;32001;3,9
192.168.0.7;32004;9,1
172.15.0.34;32007;7,5
212.14.30.3;32006;9
212.14.30.3;32009;4,1
172.15.0.34;32003;9,7
172.15.0.34;32009;0,7
200.0.1.34;32003;8,6
172.15.0.34;32001;2,3
192.168.0.7;32008;4,1
172.15.0.34;32001;3,5
200.0.1.34;32010;0,3
212.14.30.3;32007;3,2
212.14.30.3;32009;7,6
212.14.30.3;32006;9,3
212.14.30.3;32009;3,8
212.14.30.3;32003;2,3
192.168.0.7;32008;1,2
200.0.1.34;32005;1,7
200.0.1.34;32004;4,1
212.14.30.3;32000;6
172.15.0.34;32007;4,8
212.14.30.3;32001;7,7
172.15.0.34;32005;5,4
200.0.1.34;32002;5,7
200.0.1.34;32009;3,2
192.168.0.7;32000;0,1
172.15.0.34;32005;5,5
212.14.30.3;32002;8,7
212.14.30.3;32001;2,8
192.168.0.7;32006;1,8
212.14.30.3;32003;8,9
192.168.0.7;32000;2,7
212.14.30.3;32008;8,8
172.15.0.34;32003;6,7
192.168.0.7;32006;6,2
200.0.1.34;32006;8,9
200.0.1.34;32010;2,4
172.15.0.34;32000;9,3
172.15.0.34;32009;5,6
192.168.0.7;32002;9,7
212.14.30.3;32007;3
212.14.30.3;32009;6,4
212.14.30.3;32007;5
172.15.0.34;32003;5,7
172.15.0.34;32006;3,1
212.14.30.3;32006;6,1
200.0.1.34;32010;7,7
212.14.30.3;32000;9,1
200.0.1.34;32006;5,3
212.14.30.3;32002;9,5
192.168.0.7;32009;5,8
172.15.0.34;32009;6,1
192.168.0.7;32005;2,2
172.15.0.34;32003;4,5
212.14.30.3;32006;0,2
172.15.0.34;32000;3,4
192.168.0.7;32000;8,6
192.168.0.7;32001;2,3
212.14.30.3;32001;0,8
172.15.0.34;32004;7,1
192.168.0.7;32009;7,9
172.15.0.34;32000;0,5
200.0.1.34;32009;8,8
212.14.30.3;32001;1
200.0.1.34;32001;8
192.168.0.7;32008;8,2
192.168.0.7;32008;5,3
192.168.0.7;32009;6,7
200.0.1.34;32000;6
200.0.1.34;32007;6,9
172.15.0.34;32009;1,9
212.14.30.3;32007;0,1
212.14.30.3;32004;3,6
212.14.30.3;32002;9,4
192.168.0.7;32009;4,1
200.0.1.34;32010;3,9
192.168.0.7;32007;8,1
200.0.1.34;32005;5,5
200.0.1.34;32004;7,4
192.168.0.7;32003;1,7
172.15.0.34;32007;6,9
200.0.1.34;32001;9,2
192.168.0.7;32001;1,2
172.15.0.34;32009;0,7
212.14.30.3;32002;0,4
172.15.0.34;32002;4,4
172.15.0.34;32003;5
212.14.30.3;32005;3,7
172.15.0.34;32010;7,8
212.14.30.3;32002;9,9
212.14.30.3;32002;7,2
200.0.1.34;32007;9
192.168.0.7;32010;2,3
192.168.0.7;32003;1,1
200.0.1.34;32002;7,3
212.14.30.3;32007;7,5
192.168.0.7;32003;9,8
212.14.30.3;32008;1,4
200.0.1.34;32007;3
172.15.0.34;32010;5,8
172.15.0.34;32008;0,3
200.0.1.34;32006;9
212.14.30.3;32008;4,5
172.15.0.34;32005;9,1
192.168.0.7;32006;4
212.14.30.3;32010;2,5
172.15.0.34;32001;7,1
200.0.1.34;32005;0,9
192.168.0.7;32009;3,4
212.14.30.3;32001;3,8
212.14.30.3;32007;9,6
172.15.0.34;32010;8,4
192.168.0.7;32003;1
212.14.30.3;32000;7,1
192.168.0.7;32001;0,8
200.0.1.34;32001;4,4
200.0.1.34;32000;7,1
200.0.1.34;32003;4,9
172.15.0.34;32005;1
172.15.0.34;32006;7,9
172.15.0.34;32004;8,7
200.0.1.34;32010;2,9
172.15.0.34;32005;5
200.0.1.34;32003;2,6
172.15.0.34;32000;1,3
200.0.1.34;32010;7
212.14.30.3;32007;3,8
212.14.30.3;32008;7,9
172.15.0.34;32003;6
192.168.0.7;32000;8,4
172.15.0.34;32010;6,7
200.0.1.34;32010;4,4
192.168.0.7;32003;5,8
192.168.0.7;32000;3,9
192.168.0.7;32006;4,1
200.0.1.34;32005;5,5
192.168.0.7;32007;6
172.15.0.34;32007;9
212.14.30.3;32003;6,1
192.168.0.7;32008;0,8
200.0.1.34;32006;3,9
200.0.1.34;32007;2,4
192.168.0.7;32000;2,6
192.168.0.7;32007;4,2
172.15.0.34;32009;9,7
200.0.1.34;32001;2
192.168.0.7;32006;0,8
200.0.1.34;32010;0,3
172.15.0.34;32000;6
212.14.30.3;32002;3,5
200.0.1.34;32006;4,6
200.0.1.34;32000;1,5
212.14.30.3;32001;7,6
192.168.0.7;32007;3,4
192.168.0.7;32006;8,7
200.0.1.34;32002;9,2
172.15.0.34;32007;10
172.15.0.34;32007;9,3
200.0.1.34;32009;5,5
172.15.0.34;32010;1,5
192.168.0.7;32004;1
192.168.0.7;32002;9
172.15.0.34;32001;9
212.14.30.3;32009;3,7
200.0.1.34;32003;5,9
200.0.1.34;32001;2,9
192.168.0.7;32002;7,6
172.15.0.34;32005;1,2
192.168.0.7;32007;9,5
172.15.0.34;32010;4,5
192.168.0.7;32008;0,5
192.168.0.7;32005;5,4
212.14.30.3;32007;9,9
212.14.30.3;32008;2,6
212.14.30.3;32002;5,9
192.168.0.7;32009;4,8
212.14.30.3;32000;3,2
212.14.30.3;32007;5,3
192.168.0.7;32009;6,3
192.168.0.7;32002;2,7
200.0.1.34;32004;1,2
172.15.0.34;32003;1,8
212.14.30.3;32008;4,4
172.15.0.34;32008;9,8
192.168.0.7;32001;8,4
172.15.0.34;32006;0,7
192.168.0.7;32000;5,1
200.0.1.34;32005;5,6
212.14.30.3;32010;3,6
200.0.1.34;32008;0,6
200.0.1.34;32009;9,6
172.15.0.34;32010;7
192.168.0.7;32007;7,8
172.15.0.34;32001;1,8
200.0.1.34;32000;1,4
200.0.1.34;32003;2,5
172.15.0.34;32004;2,4
172.15.0.34;32006;8,7
212.14.30.3;32006;0,9
200.0.1.34;32002;0,5
192.168.0.7;32009;9,1
200.0.1.34;32009;1,8
212.14.30.3;32006;2,3
200.0.1.34;32000;2,3
172.15.0.34;32001;1,3
212.14.30.3;32007;9,3
212.14.30.3;32008;7,9
212.14.30.3;32010;5,9
172.15.0.34;32009;6,8
192.168.0.7;32010;2,8
200.0.1.34;32005;5,4
192.168.0.7;32002;6,9
172.15.0.34;32007;9,2
212.14.30.3;32002;8,6
192.168.0.7;32010;8,9
212.14.30.3;32000;8,6
192.168.0.7;32002;6,8
200.0.1.34;32002;1,7
212.14.30.3;32004;9,4
200.0.1.34;32008;5,4
200.0.1.34;32000;4,6
200.0.1.34;32007;5,4
212.14.30.3;32005;2,3
172.15.0.34;32008;9,1
200.0.1.34;32002;5,8
212.14.30.3;32010;4
212.14.30.3;32007;5,5
172.15.0.34;32002;8,1
212.14.30.3;32001;6
172.15.0.34;32005;4,8
172.15.0.34;32003;2,6
212.14.30.3;32004;1,4
212.14.30.3;32000;9,2
192.168.0.7;32005;1
212.14.30.3;32010;8,3
212.14.30.3;32010;7,1
192.168.0.7;32001;4,9
212.14.30.3;32004;8,7
200.0.1.34;32003;6,8
172.15.0.34;32007;7
192.168.0.7;32005;3,1
200.0.1.34;32000;2,3
172.15.0.34;32003;3,7
172.15.0.34;32010;3,3
212.14.30.3;32010;0,9
212.14.30.3;32004;6,1
212.14.30.3;32005;9,4
200.0.1.34;32004;7,8
212.14.30.3;32000;6,4
192.168.0.7;32005;8,7
200.0.1.34;32007;3,1
172.15.0.34;32001;6,1
200.0.1.34;32007;8
212.14.30.3;32008;6,5
172.15.0.34;32005;3,4
192.168.0.7;32008;1,2
200.0.1.34;32005;5
172.15.0.34;32002;4,8
172.15.0.34;32008;0,9
212.14.30.3;32004;5
172.15.0.34;32009;9,1
212.14.30.3;32009;0,9
212.14.30.3;32002;1,3
172.15.0.34;32004;4,6
212.14.30.3;32003;1,6
192.168.0.7;32004;6,6
172.15.0.34;32000;9,8
192.168.0.7;32005;1,6
172.15.0.34;32009;1,9
192.168.0.7;32004;1,7
192.168.0.7;32000;3,8
172.15.0.34;32006;1,9
200.0.1.34;32001;5,9
212.14.30.3;32006;0,5
192.168.0.7;32006;8,8
172.15.0.34;32010;0,2
212.14.30.3;32005;1,6
172.15.0.34;32008;8,3
212.14.30.3;32004;5,1
172.15.0.34;32006;0,1
212.14.30.3;32009;5,2
200.0.1.34;32003;2
172.15.0.34;32003;0,7
200.0.1.34;32008;1,8
200.0.1.34;32010;7,6
212.14.30.3;32004;9,5
212.14.30.3;32001;8,1
200.0.1.34;32004;8,9
172.15.0.34;32009;5,4
172.15.0.34;32005;5,8
200.0.1.34;32001;8
172.15.0.34;32010;9,5
192.168.0.7;32001;8,3
212.14.30.3;32005;9,4
172.15.0.34;32008;1,4
172.15.0.34;32004;8,4
172.15.0.34;32006;5,8
200.0.1.34;32009;5,6
212.14.30.3;32003;5,6
192.168.0.7;32004;8,2
212.14.30.3;32010;5,8
192.168.0.7;32006;0,5
192.168.0.7;32005;8,5
192.168.0.7;32001;7
212.14.30.3;32006;0,1
200.0.1.34;32000;3,3
200.0.1.34;32010;0,4
212.14.30.3;32000;8,5
192.168.0.7;32004;0,2
212.14.30.3;32010;3,9
212.14.30.3;32005;5,2
212.14.30.3;32008;2,4
212.14.30.3;32007;0,9
192.168.0.7;32000;4,1
212.14.30.3;32003;8,6
192.168.0.7;32009;6,8
200.0.1.34;32003;5,1
212.14.30.3;32004;4,7
192.168.0.7;32007;6,9
212.14.30.3;32002;6,4
200.0.1.34;32002;4,2
200.0.1.34;32005;2,7
200.0.1.34;32007;6,2
192.168.0.7;32002;3,7
